276087	7490d71a9245fd59e6cd5732cba4d6b744db581a	drivers/net/ixgb/ixgb_main.c
262009	b9c698964614f71b9c8afeca163a945b4c2e2d20	net/ipv6/netfilter/nf_conntrack_reasm.c
266706	efd746b8892d1d40c43c3d518b3bde9e56238ce8	include/asm-x86/visws/sgivw.h
266699	efd746b8892d1d40c43c3d518b3bde9e56238ce8	include/asm-x86/mach-visws/setup_arch.h
266695	efd746b8892d1d40c43c3d518b3bde9e56238ce8	drivers/video/sgivwfb.c
266008	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	include/asm-x86/smp.h
266000	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	include/asm-x86/percpu.h
265970	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	arch/x86/kernel/setup_32.c
265977	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	arch/x86/kernel/setup_64.c
265986	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	arch/x86/mm/numa_64.c
265957	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	arch/x86/kernel/apic_64.c
265996	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	include/asm-x86/numa_64.h
265995	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	drivers/base/topology.c
265993	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	arch/x86/mm/srat_64.c
266012	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	include/asm-x86/topology.h
265963	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	arch/x86/kernel/setup.c
265982	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	arch/x86/kernel/smpboot.c
265950	23ca4bba3e20c6c3cb11c1bb0ab4770b724d39ac	arch/x86/kernel/apic_32.c
275580	3bff19c203d216436a73e56b8298bebd5ea75a3f	drivers/net/wireless/iwlwifi/iwl4965-base.c
274795	e36cfdc9b17fa64245ee6206287e5120e59bbfca	drivers/net/wireless/mac80211_hwsim.c
270880	0b2a2e5b7747f1f63bd86ca22b5c6097da5b2137	drivers/serial/cpm_uart/cpm_uart_core.c
270875	0b2a2e5b7747f1f63bd86ca22b5c6097da5b2137	drivers/serial/cpm_uart/cpm_uart.h
270898	0b2a2e5b7747f1f63bd86ca22b5c6097da5b2137	drivers/serial/cpm_uart/cpm_uart_cpm2.c
270893	0b2a2e5b7747f1f63bd86ca22b5c6097da5b2137	drivers/serial/cpm_uart/cpm_uart_cpm1.h
270901	0b2a2e5b7747f1f63bd86ca22b5c6097da5b2137	drivers/serial/cpm_uart/cpm_uart_cpm2.h
270887	0b2a2e5b7747f1f63bd86ca22b5c6097da5b2137	drivers/serial/cpm_uart/cpm_uart_cpm1.c
263676	a144ff09bc52ef3f3684ed23eadc9c7c0e57b3aa	drivers/block/xen-blkfront.c
263678	a144ff09bc52ef3f3684ed23eadc9c7c0e57b3aa	drivers/net/xen-netfront.c
263680	a144ff09bc52ef3f3684ed23eadc9c7c0e57b3aa	drivers/xen/xenbus/xenbus_client.c
263682	a144ff09bc52ef3f3684ed23eadc9c7c0e57b3aa	drivers/xen/xenbus/xenbus_xs.c
274204	b83f4e15e65d94f6f56924b0b06a77a7ca2b4d8a	net/mac80211/main.c
266337	fab58420ac0007a452b540cfb07923225ea4f48d	arch/x86/kernel/paravirt.c
266350	fab58420ac0007a452b540cfb07923225ea4f48d	include/asm-x86/paravirt.h
266358	fab58420ac0007a452b540cfb07923225ea4f48d	include/asm-x86/processor.h
266343	fab58420ac0007a452b540cfb07923225ea4f48d	arch/x86/xen/enlighten.c
266323	fab58420ac0007a452b540cfb07923225ea4f48d	arch/x86/kernel/asm-offsets_64.c
261883	034d8e8f273fcb02bebd6a62d8023ffa409fe92f	drivers/ata/sata_fsl.c
262018	7eb2e25112bf920bb0a4d1cca445f3d96874c25f	drivers/net/virtio_net.c
263671	440a01a7f46742400c74d9d346118523e81d188b	drivers/block/xen-blkfront.c
274793	f248f10515dc7279120adf2d3eabcac9561fb1b4	drivers/net/wireless/mac80211_hwsim.c
266458	6f585e01614f38195599c1bc5379d3c9dae6be47	arch/x86/kernel/smpboot.c
261757	62d104d0deeabd4148e49eba729d963e740e205f	drivers/usb/misc/isight_firmware.c
269080	8594698ebddeef5443b7da8258ae33b3eaca61d5	arch/x86/kernel/stacktrace.c
269083	8594698ebddeef5443b7da8258ae33b3eaca61d5	kernel/stacktrace.c
261844	5de4cd431db749bdca58ec88862462729f6159b2	drivers/input/touchscreen/wm97xx-core.c
276648	b1235d79611e78a07629b4cbe53291c9cffd1834	net/bluetooth/l2cap.c
275155	0caa11663cbfc55209fd3ccab6afab2708bb44fd	drivers/net/sh_eth.h
275148	0caa11663cbfc55209fd3ccab6afab2708bb44fd	drivers/net/sh_eth.c
275665	2523c3fc2bc9e34c06a71517844d55353f1f904a	lib/ts_kmp.c
267281	24cd5d111e8c713e62cda7ca1d01232402e3d3c9	kernel/sched.c
263065	87afd448b186c885d67a08b7417cd46253b6a9d6	drivers/infiniband/hw/mthca/mthca_memfree.c
278884	444933c6c6e82362ba8e0da26f41a53c433d11ef	arch/ia64/kernel/irq_ia64.c
278891	444933c6c6e82362ba8e0da26f41a53c433d11ef	include/asm-ia64/smp.h
271745	0e0cab744b17a70ef0f08d818d66935feade7cad	include/linux/nfs_fs.h
271731	0e0cab744b17a70ef0f08d818d66935feade7cad	fs/nfs/nfsroot.c
271738	0e0cab744b17a70ef0f08d818d66935feade7cad	fs/nfs/super.c
268381	0b1c25d2c0f35b4cdd3f04f365cff31fc5a21813	arch/arm/mach-pxa/pwm.c
270959	bf2737f74ffd36f43c6ed11cd2c0826e1d59ad48	include/asm-powerpc/pgtable-ppc32.h
267621	cd2134b1dda92fd450e6a1e12b1c7960dd6a2178	kernel/trace/trace_sysprof.c
262303	03031f71c7e64aada1add057ccc4a8bc6a79924c	drivers/infiniband/hw/ipath/ipath_verbs.c
267091	a238b790d5f99c7832f9b73ac8847025815b85f7	fs/fcntl.c
268203	b9db83af69e4c61107803c85872d01a45949e052	arch/arm/mach-s3c2440/mach-anubis.c
283845	83973b87938a06a2af7e2a7fd1b630c35f8baff4	drivers/mtd/onenand/onenand_base.c
272679	06166780eb53685e72b589814d535d1f9948e761	include/acpi/acpi_bus.h
272673	06166780eb53685e72b589814d535d1f9948e761	drivers/pnp/pnpacpi/core.c
272665	06166780eb53685e72b589814d535d1f9948e761	drivers/pci/pci-acpi.c
272662	06166780eb53685e72b589814d535d1f9948e761	drivers/acpi/sleep/main.c
266396	a29d1cfe9e9337aedeed505afddc8465ac709b87	kernel/printk.c
265694	85cc35fa7255d113b5383a9c8536c363274bb475	arch/x86/kernel/mpparse.c
269572	e534fe16b987780744da351acece2a4699783096	drivers/firewire/fw-card.c
269576	e534fe16b987780744da351acece2a4699783096	drivers/firewire/fw-transaction.c
269581	e534fe16b987780744da351acece2a4699783096	drivers/firewire/fw-transaction.h
273799	92cee9f6804786da6b63255edce7983bebf75655	drivers/net/tlan.h
263686	6e2401ad6f33de15ff00f78b88159f00a14f3b35	include/linux/bio.h
263687	6e2401ad6f33de15ff00f78b88159f00a14f3b35	include/linux/blkdev.h
275536	43d59b323743b8a01e9ad1a1b31b0d7c0ef6e35a	drivers/net/wireless/iwlwifi/iwl4965-base.c
274992	1e881592e0420dfb5626344a69b15ae268ee98c7	drivers/net/mv643xx_eth.c
266754	7b479becdb8c1fb4ff6fbb2a4076c471c737b54c	arch/x86/kernel/e820.c
266615	e54afe38630e3b577968428f48ed8ef1e13a2a15	arch/x86/kernel/tsc.c
275430	d67ce5338c7c71313f01e508d893bb8104ce459a	drivers/net/igb/igb_main.c
271617	8b39f2b41033754e7ba669503d27268beb1b524a	net/sunrpc/clnt.c
275397	86c657f6b5bbf2f3ec2213eca528998134a9b344	net/ipv4/route.c
271707	e468bae97d243fe0e1515abaa1f7d0edf1476ad0	include/linux/nfs_page.h
271701	e468bae97d243fe0e1515abaa1f7d0edf1476ad0	fs/nfs/write.c
262253	dba6a4d32d8677c99e73798d3375417f8a6d46de	security/keys/internal.h
271068	9b09c6d909dfd8de96b99b9b9c808b94b0a71614	arch/powerpc/boot/oflib.c
271061	9b09c6d909dfd8de96b99b9b9c808b94b0a71614	arch/powerpc/boot/addnote.c
264444	34ec8a0ae138c2787a550b930d29a9cce4900cee	sound/pci/hda/patch_realtek.c
266974	5ca6a93d802a9d110127556e5d3ed032fd273e03	drivers/char/viotape.c
274815	c9c6950c14ffc0e30e592fec1ebcb203ad3dff10	net/mac80211/util.c
274811	c9c6950c14ffc0e30e592fec1ebcb203ad3dff10	include/net/mac80211.h
262682	5b16464ac32a92c2332030d11ec445bddeb141fa	drivers/ide/ppc/pmac.c
262869	f93daa3f7ff4f0cc13acc7452a00feb1c586102a	drivers/scsi/dpt/dptsig.h
266223	5dab8ec139be215fbaba216fb4aea914d0f4dac5	arch/x86/kernel/e820.c
266224	5dab8ec139be215fbaba216fb4aea914d0f4dac5	mm/page_alloc.c
263441	7fc7228c0be9007f0e6a32c8a8ae340ea6246056	arch/mn10300/kernel/process.c
263437	7fc7228c0be9007f0e6a32c8a8ae340ea6246056	arch/mn10300/kernel/mn10300_ksyms.c
267606	0075fa80305f3231a2d5df97b00d7f55a48ea27e	kernel/trace/trace_sysprof.c
265706	a5481280b29b6a3db912ec100498bd31eaa6d2db	arch/x86/kernel/setup_32.c
265712	a5481280b29b6a3db912ec100498bd31eaa6d2db	arch/x86/mm/discontig_32.c
265717	a5481280b29b6a3db912ec100498bd31eaa6d2db	include/asm-x86/mmzone_32.h
267390	aa5e5ceaf52a882a29d9b86531a20733f5116066	kernel/trace/ftrace.c
273855	1265a02108c508b508112cdeac922aad03e0146a	net/tipc/link.c
273844	1265a02108c508b508112cdeac922aad03e0146a	net/tipc/discover.c
273850	1265a02108c508b508112cdeac922aad03e0146a	net/tipc/discover.h
275675	256f3bfce87fe39ec008b2c27890b30066984f50	drivers/net/irda/ali-ircc.h
275680	256f3bfce87fe39ec008b2c27890b30066984f50	drivers/net/irda/au1000_ircc.h
275686	256f3bfce87fe39ec008b2c27890b30066984f50	drivers/net/irda/via-ircc.h
275177	67dd7608078b17f63f29ff2108fc5bf2407ddcec	net/wireless/wext.c
266727	8a55a00aad9f5c4e9bb97729b42a7ceea2a3b6fb	sound/oss/vwsnd.c
275857	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/sched/sch_htb.c
275832	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/sched/sch_api.c
275837	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/sched/sch_cbq.c
275818	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/mac80211/main.c
275811	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/core/dev.c
275797	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	drivers/net/ifb.c
275865	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/sched/sch_netem.c
275849	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/sched/sch_hfsc.c
275843	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/sched/sch_generic.c
275826	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/mac80211/wme.c
275873	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	net/sched/sch_teql.c
275805	dc2b48475a0a36f8b3bbb2da60d3a006dc5c2c84	include/linux/netdevice.h
266882	c4acb2c0669c5c5c9b28e9d02a34b5c67edf7092	kernel/sched.c
275426	532f4aee934cf26f1905fae101ac9f0ba3087f21	drivers/net/ipg.h
275423	532f4aee934cf26f1905fae101ac9f0ba3087f21	drivers/net/ipg.c
272581	19792a0859f96e9fc8ce87d97b269bcb895389e5	include/linux/pci.h
289235	dae67a2835149e6518a78c5cf37d6de715c214fc	drivers/watchdog/wdrtas.c
261299	46a7417963a84f67984af1af59d43261159dd96b	arch/powerpc/mm/pgtable_32.c
262548	2e084786f6fe052274f1dfa7c675fe4a02cacd6e	kernel/sched.c
262028	a6604471db5e7a33474a7f16c64d6b118fae3e74	net/ipv4/tcp_input.c
261339	42172d751b4596b8ca4346a1c251b5f1c661ab0c	mm/memory.c
266266	3442682a54a9f44047efe526869aa52bd74fe16e	arch/x86/kernel/setup.c
264729	4e78c91abe1a40b905611100a593be62784ba355	arch/x86/kernel/numaq_32.c
275197	526324b61a9667ed9a71f0a8a8899cf675346c76	net/rfkill/rfkill.c
266934	eb09d3d4ee09b25876db549b6d5221610216e105	drivers/scsi/sg.c
274844	8b7b1e05b0454f232b8ae1e6ee134b7f0b38abfb	include/linux/ieee80211.h
274829	8b7b1e05b0454f232b8ae1e6ee134b7f0b38abfb	drivers/net/wireless/rt2x00/rt2x00queue.c
274824	8b7b1e05b0454f232b8ae1e6ee134b7f0b38abfb	drivers/net/wireless/iwlwifi/iwl3945-base.c
274836	8b7b1e05b0454f232b8ae1e6ee134b7f0b38abfb	drivers/net/wireless/rtl8187_dev.c
274818	8b7b1e05b0454f232b8ae1e6ee134b7f0b38abfb	drivers/net/wireless/iwlwifi/iwl-tx.c
267376	107bad8bef5ab2c3a3bff7648c18c9dc3abdc13b	kernel/trace/trace.h
267369	107bad8bef5ab2c3a3bff7648c18c9dc3abdc13b	kernel/trace/trace.c
262991	70b13d510fc9d137e362b7db3ac5b14b50d78477	drivers/char/drm/radeon_drv.h
262985	70b13d510fc9d137e362b7db3ac5b14b50d78477	drivers/char/drm/radeon_cp.c
262897	1f6ef2342972dc7fd623f360f84006e2304eb935	drivers/watchdog/hpwdt.c
